Sector,Sub Sector,Project Name,View Profile,Total Project Cost
Other Sectors,Testing Equipment,ELECTRONIC VIBRATION METERS/ANALYZER ,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON ELECTRONIC VIBRATION METERSANALYZER.pdf,933000
Other Sectors,Weighing Scales,ELECTRONIC WEIGHING MACHINE ,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON ELECTRONIC WEIGHING MACHINE.pdf,285000
Electronics,Electronics Manufacturing,Electronic Weighing Scale,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ElectronicWeighingScale.pdf,2449000
"Rubber, Chemical and Petrochemical",Chemicals,enamel paints,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/EnamelPaints.pdf,1874000
Food Processing,Food Manufacturing,Energy Foods,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/EnergyFoods.pdf,2220000
Automotive,Vehicle Maintenance,Engine Coolant,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/EngineCoolant.pdf,2486000
Automotive,Vehicle Parts,ENGINE MOUNTING-RUBBER BONDED,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON ENGINE MOUNTING-RUBBER BONDED.pdf,885000
Other Sectors,Stationery,envelope manufacturing unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/EnvelopeManufacturingUnit.pdf,2247000
Other Sectors,Food Services,ESTABLISHMENT OF DHABA,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ESTABLISHMENT OF DHABA.pdf,578500
Agriculture,Dairy Products,Evaporated Milk,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/EvaporatedMilk.pdf,2151000
Electronics,Cooling Systems,EXHAUST FANS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON EXHAUST FANS.pdf,650000
Food Processing,Snack Manufacturing,EXTRUDED SNACKS ,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON EXTRUDED SNACKS.pdf,2445000
Construction,Handicrafts,Fabrication of Devri Stones,/srv/YouthMissionMobile/DPR/Fabrication__of__Devri__Stones.pdf,1000000
Other Sectors,Metalworking,Fabrication of Grills,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/FabricationofGrills.pdf,4384000
Automotive,Skin Care,FACE CREAM AND CLEANSING LOTION ,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON FACE CREAM AND CLEANSING LOTION.pdf,2366000
Automotive,Skin Care,Face wash,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Facewash.pdf,1795000
"Apparel, Made-Ups & Home Furnishing",Accessories,FANCY LEATHER GLOVES,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON FANCY LEATHER GLOVES.pdf,1566000
Food Processing,Snack Manufacturing,Fastfood/Restaurant,/srv/YouthMissionMobile/DPR/Fast__food__Restaurant__10lac.pdf,1000000
"Sports, Physical Education, Fitness & Leisure",Sports Equipment Manufacturing,Feather Shuttle cock,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/FeatherShuttlecock.pdf,1200000
Food Processing,Spice Processing,Fenugreek Powder,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/FenugreekPowder.pdf,2019000
Agriculture,Fiber Processing,Fibre Extraction_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/FibreExtractionDPR.pdf,1182000
Other Sectors,Maintenance & Repair,FILTERS FOR AIR CONDITIONERS SERVICE,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON FILTERS FOR AIR CONDITIONERS SERVICE.pdf,1228000
Media & Entertainment,Printing & Publishing,Flex Printing Business,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/FlexPrintingBusiness.pdf,972000
Strategic Manufacturing,Cleaning Products,Floor cleaner,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Floorcleaner.pdf,453000
Strategic Manufacturing,Cleaning Products,FLOOR POLISH,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON FLOOR POLISH.pdf,943000
Strategic Manufacturing,Cleaning,floor wiper,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/floorwiper.pdf,1924000
Agriculture,Floriculture,Floriculture (Gerbera),/srv/YouthMissionMobile/DPR/Floriculture__(Gerbera).pdf,1200000
Food Processing,Grain Processing,Flour Mill,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/FlourMill.pdf,3293000
Other Sectors,Recycling,flowers recycled to compost,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/flowersrecycledtoCompost.pdf,1755000
Media & Entertainment,Musical Instruments,Flute Making Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/FluteMakingUnit.pdf,933000
Automotive,Construction Materials,FLY ASH BRICKS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON FLY ASH BRICKS.pdf,2030000
Furniture & Fittings,Furniture,Foam Mattress,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/FoamMattress.pdf,1544000
Logistics,Packaging Materials,Food Storage Containers,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/FoodStorageContainers.pdf,2411000
Food Processing,Medical Equipment,Foot Pedalled Sanitizer,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/FootPedalledSanitizer.pdf,1044000
"Apparel, Made-Ups & Home Furnishing",Footwear Manufacturing,FOOT WEAR & LEATHER,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON FOOT WEAR & LEATHER .pdf,1780000
Other Sectors,Metalworking,FORGING BLANKS FOR SPUR GEARS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON FORGING BLANKS FOR SPUR GEARS.pdf,1787900
Food Processing,Snack Manufacturing,French Fries,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/FrenchFries.pdf,1180000
Food Processing,Dairy,frozen yogurt,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/frozenyogurt.pdf,1542000
Food Processing,Snack Manufacturing,FRUIT BARS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON FRUIT BARS.pdf,1282000
Food Processing,Vinegar Manufacturing,Fruit Vinegar,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/FruitVinegar.pdf,1555000
Food Processing,Snack Manufacturing,FRYMES MANUFACTURING UNIT ,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/FRYMES MANUFACTURING UNIT.pdf,732000
Other Sectors,Household,Furnishing Shop,/srv/YouthMissionMobile/DPR/Furnishing__5lac__DPR.pdf,500000
Food Processing,Snack Manufacturing,Gajak final,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Gajakfinal.pdf,2237000
Other Sectors,Metalworking,Galvanized steel wire,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Galvanizedsteelwire.pdf,4978000
Iron and Steel,Metalworking,GALVENIZED IRON ROOFING SHEETS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GALVENIZEDIRONROOFINGSHEETS.pdf,2340000
Strategic Manufacturing,Cleaning,garbage bags,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/garbagebags.pdf,1769000
Furniture & Fittings,Furniture,GARDEN CHAIR (Ãƒâ€šÃ‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON GARDEN CHAIR.pdf,185000
Food Processing,Sauces,garlic bread spread,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/garlicbreadspread.pdf,1409000
Food Processing,Spice Processing,Garlic Powder & Flakes,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GarlicPowderFlakes.pdf,2500000
Strategic Manufacturing,Kitchen Appliances,Gas Lighter,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GasLighter.pdf,1200000
Automotive,Handicrafts,Gaurastone Handicraft,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GaurastoneHandicraft.pdf,1047000
Other Sectors,Metalworking,Gear Blanks,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GearBlanks.pdf,3889000
"Apparel, Made-Ups & Home Furnishing",Apparel Manufacturing,GENT'S SHIRTS (Ãƒâ€šÃ‚Â SERVICE AND TEXTILE INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON GENT'S SHIRTS.pdf,745000
"Apparel, Made-Ups & Home Furnishing",Apparel Manufacturing,GENTS T SHIRTS (Ãƒâ€šÃ‚Â SERVICE AND TEXTILE INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON GENTS T SHIRTS.pdf,940000
Automotive,Essential Oils,Geranium Oil,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GeraniumOil.pdf,1755000
Agriculture,Flower Cultivation,Gerbera Cultivation,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GerberaCultivation.pdf,4937000
Food Processing,Dairy Products,Ghee,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Ghee.pdf,2444000
Media & Entertainment,Musical Instruments,Ghungroo & Ghanti,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Ghungroo&Ghanti.pdf,899000
Food Processing,Spice Processing,GINGER AND GARLIC PROCESSING (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON GINGER AND GARLIC PROCESSING.pdf,954000
Food Processing,Spice Processing,Ginger Processing,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GingerProcessing.pdf,2500000
Food Processing,Oil Processing,GINGILEE OIL AND OIL CAKE MANUAFCURING (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON GINGILEE OIL AND OIL CAKE MANUAFCURING.pdf,1950000
Automotive,Handicrafts,Glass Bangles_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GlassBanglesDPR.pdf,1170000
Automotive,Handicrafts,Glass Mirror making,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GlassMirrormaking.pdf,2500000
Other Sectors,Glass,glass recycling,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/glassrecycling.pdf,1388000
Other Sectors,Metallurgy,Graphite Crucibles,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GraphiteCrucibles.pdf,3978000
Food Processing,Spice Processing,Green cardamom powder,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Greencardamompowder.pdf,2436000
Food Processing,Sauce Manufacturing,Green Chilli Sauce,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GreenChilliSauce.pdf,2500000
Food Processing,Beverages,gripe water plant,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/gripewaterplant.pdf,2361000
Food Processing,Oil Processing,Groundnut oil,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Groundnutoil.pdf,4808000
Food Processing,Oil Processing,GROUNDNUT OIL AND OIL CAKE MANUAFCURING (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON GROUNDNUT OIL AND OIL CAKE MANUAFCURING.pdf,1950000
Food Processing,Nuts,groundnut processing,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/groundnutprocessing.pdf,2030000
Food Processing,Nut Processing,Groundnut Processing,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GroundnutProcessing.pdf,1947000
Food Processing,Condiments,gulkand,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/gulkand.pdf,1963000
Food Processing,Fruit Processing,GULKAND (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON GULKAND.pdf,154000
Logistics,Packaging Materials,Gummed Paper Tape,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GummedPaperTape.pdf,1789000
Logistics,Packaging Materials,Gunny Bag,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/GunnyBag.pdf,2405000
Other Sectors,Packaging,gunny bags,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/gunnybags.pdf,2222000
Automotive,Hair Care,HAIR CONDITIONER (Ãƒâ€šÃ‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HAIR CONDITIONER.pdf,1990000
Automotive,Hair Styling,Hair gel,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Hairgel.pdf,2317000
Beauty & Wellness,Hygiene Products,Hand Sanitizer,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HandSanitizer.pdf,2335000
Automotive,Handicrafts,Handicraft Jwellery,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HandicraftJwellery.pdf,841000
Automotive,Handicrafts,Handmade Carpet,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HandmadeCarpet.pdf,728000
Other Sectors,Paper Manufacturing,Handmade Paper,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HandmadePaper.pdf,1467000
Other Sectors,Paper Manufacturing,Handmade paper from waste,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Handmadepaperfromwaste.pdf,2500000
Food Processing,Pickle Making,Handmade Pickle,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HandmadePickle.pdf,684000
Other Sectors,Hardware,handpump,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/handpump.pdf,2302000
Other Sectors,Metalworking,Hard Chromium Plating,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HardChromiumPlating.pdf,2056000
Electronics,Electronics Manufacturing,HARD RUBBER BATTERY CONTAINERS (Ãƒâ€šÃ‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HARD RUBBER BATTERY CONTAINERS.pdf,2092000
Retail,Store,Hardware,/srv/YouthMissionMobile/DPR/Hardware__Store__5Lac.pdf,500000
Retail,Store,Hardware Store,/srv/YouthMissionMobile/DPR/Hardware_Store.pdf,1500000
Retail,Store,Hardware Store,/srv/YouthMissionMobile/DPR/Hardware__Store.pdf,1200000
Food Processing,Oil Processing,Harra Oil Processing Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HarraOilProcessingUnit.pdf,2489000
Other Sectors,Plastics,hdpe bucket,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/hdpebucket.pdf,2440000
Strategic Manufacturing,Kitchenware,HDPE Buckets,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HDPEBuckets.pdf,3956000
Logistics,Packaging Materials,HDPE Edible Oil Container,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HDPEEdibleOilContainer.pdf,4556000
Food Processing,Fitness Services,Health & Fitness Centre,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HealthFitnessCentre.pdf,6945042
Strategic Manufacturing,Heat Transfer,Heat Pipe,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HeatPipe.pdf,2254000
Automotive,Accessories,helmet,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/helmet.pdf,1889000
Automotive,Oral Care,Herbal Toothpaste,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HerbalToothpaste.pdf,1522000
Other Sectors,Metalworking,HIGH DUTY IRON CASTINGS (Ãƒâ€šÃ‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HIGH DUTY IRON CASTINGS.pdf,2133000
Food Processing,Oil Processing,Hirda Oil Processing Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HirdaOilProcessingUnit.pdf,2443000
Automotive,Building Materials,Hollow and Cement Concrete bricks,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HollowandCementConcretebricks.pdf,2500000
Food Processing,Jam & Jelly Manufacturing,HONEY JAM MANUFACTURING (Ãƒâ€šÃ‚Â FOREST BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HONEY JAM MANUFACTURING.pdf,315000
Logistics,Packaging Materials,Honey Packaging Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HoneyPackagingUnit.pdf,2188000
Food Processing,Honey Processing,Honey Processing,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HoneyProcessing.pdf,4673000
Food Processing,Honey Processing,HONEY PROCESSING PLANT & HONEY HOUSE (Ãƒâ€šÃ‚Â FOREST BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/HONEY PROCESSING PLANT & HONEY HOUSE.pdf,1800000
"Apparel, Made-Ups & Home Furnishing",Footwear Manufacturing,HURRAICHI CHAPPALS & SANDALS (Ãƒâ€šÃ‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HURRAICHI CHAPPALS & SANDALS.pdf,1620000
HealthCare,Eye Care,I SIGHT VISION CENTRE (EYE CARE SERVICES),/srv/YouthMissionMobile/DPR/Eye__care__services__unit__(__Rayees__Ah.__Thoker).pdf,800000
Food Processing,Ice Cream Manufacturing,Ice Cream,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/IceCream.pdf,2500000
Food Processing,Snack Manufacturing,Ice cream cone making,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Icecreamconemaking.pdf,2160000
Food Processing,Ice Cream Manufacturing,ICE-CREAM PARLOUR (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ICE-CREAM PARLOUR.pdf,524000
Food Processing,Ice Cream Manufacturing,ICE-CREAM PARLOUR (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ICE-CREAM PARLOUR - 1.pdf,310000
Food Processing,Sauces,imli sauce,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/imlisauce.pdf,2277000
Other Sectors,Electronics,insulator,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/insulator.pdf,2042000
Automotive,Building Materials,Interlocking bricks,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Interlockingbricks.pdf,2008000
Electronics,Electronics Manufacturing,INVERTER ASSEMBLY (Ãƒâ€šÃ‚Â SERVICE AND TEXTILE INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON INVERTER ASSEMBLY.pdf,267000
Automotive,Vehicle Parts,Inverter Battery Casting,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/InverterBatteryCasting.pdf,2497000
Food Processing,Perfumes,Ittar,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Ittar.pdf,750000
Food Processing,Medical Equipment,IV Stand,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/IVStand.pdf,1400000
Food Processing,Snack Manufacturing,JACKFRUIT PRODUCTS (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/JACKFRUIT PRODUCTS.pdf,2217000
