"ID","Project Name","Sector","Sub Sector","Total Project Cost","View Profile"
802,"LAMINATED SAFETY GLASS (Ã‚Â MINERAL BASED INDUSTRYÃ‚Â )","Other Sectors","Glass Manufacturing","1245000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON LAMINATED SAFETY GLASS.pdf"
803,"LAMINATED SAFETY GLASS (Ã‚Â MINERAL BASED INDUSTRYÃ‚Â )","Other Sectors","Glass Manufacturing","1245000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON LAMINATED SAFETY GLASS.pdf"
804,"LAMINATED SAFETY GLASS (Ã‚Â MINERAL BASED INDUSTRYÃ‚Â )","Other Sectors","Glass Manufacturing","1245000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON LAMINATED SAFETY GLASS.pdf"
805,"LADY'S BLOUSE & PETTICOATS (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","385000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON LADY'S BLOUSE & PETTICOATS.pdf"
806,"CLEANING POWDER (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Automotive","Household Cleaning","250000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON CLEANING POWDER.pdf"
807,"LADY'S BLOUSE & PETTICOATS (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","385000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON LADY'S BLOUSE & PETTICOATS.pdf"
808,"LADY'S BLOUSE & PETTICOATS (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","385000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON LADY'S BLOUSE & PETTICOATS.pdf"
809,"LADY SUITS (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","769000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON LADY SUITS.pdf"
810,"LADY SUITS (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","769000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON LADY SUITS.pdf"
811,"LADY SUITS (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","769000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON LADY SUITS.pdf"
812,"KURKURE TYPE SNACKS (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Snack Manufacturing","2470000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON KURKURE TYPE SNACKS.pdf"
813,"KURKURE TYPE SNACKS (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Snack Manufacturing","2470000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON KURKURE TYPE SNACKS.pdf"
814,"KURKURE TYPE SNACKS (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Snack Manufacturing","2470000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON KURKURE TYPE SNACKS.pdf"
815,"KURKURE TYPE SNACKS SMALL (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Snack Manufacturing","1169000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON KURKURE TYPE SNACKS SMALL.pdf"
816,"KURKURE TYPE SNACKS SMALL (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Snack Manufacturing","1169000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON KURKURE TYPE SNACKS SMALL.pdf"
817,"KURKURE TYPE SNACKS SMALL (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Snack Manufacturing","1169000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON KURKURE TYPE SNACKS SMALL.pdf"
818,"KNITTED SOCKS (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","752000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON KNITTED SOCKS.pdf"
819,"KNITTED SOCKS (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","752000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON KNITTED SOCKS.pdf"
820,"Plastic moulded toys","Other Sectors","Toys","2483000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Plasticmouldedtoys.pdf"
821,"KNITTED SOCKS (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Clothing Manufacturing","752000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON KNITTED SOCKS.pdf"
822,"KISMIS/BEDANA MANACTURING (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Snack Manufacturing","1350000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON KISMISBEDANA MANACTURING.pdf"
823,"KISMIS/BEDANA MANACTURING (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Snack Manufacturing","1350000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON KISMISBEDANA MANACTURING.pdf"
824,"KISMIS/BEDANA MANACTURING (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Snack Manufacturing","1350000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON KISMISBEDANA MANACTURING.pdf"
825,"INVERTER ASSEMBLY (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Electronics","Electronics Manufacturing","267000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON INVERTER ASSEMBLY.pdf"
826,"INVERTER ASSEMBLY (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Electronics","Electronics Manufacturing","267000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON INVERTER ASSEMBLY.pdf"
827,"INVERTER ASSEMBLY (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Electronics","Electronics Manufacturing","267000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON INVERTER ASSEMBLY.pdf"
828,"HURRAICHI CHAPPALS & SANDALS (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","1620000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HURRAICHI CHAPPALS & SANDALS.pdf"
829,"HURRAICHI CHAPPALS & SANDALS (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","1620000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HURRAICHI CHAPPALS & SANDALS.pdf"
830,"HURRAICHI CHAPPALS & SANDALS (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","1620000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HURRAICHI CHAPPALS & SANDALS.pdf"
831,"HURRAICHI CHAPPALS & SANDALS (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","1620000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HURRAICHI CHAPPALS & SANDALS.pdf"
832,"HURRAICHI CHAPPALS & SANDALS (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","1620000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HURRAICHI CHAPPALS & SANDALS.pdf"
833,"HURRAICHI CHAPPALS & SANDALS (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Footwear Manufacturing","1620000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HURRAICHI CHAPPALS & SANDALS.pdf"
834,"HONEY JAM MANUFACTURING (Ã‚Â FOREST BASED INDUSTRYÃ‚Â )","Food Processing","Jam & Jelly Manufacturing","315000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HONEY JAM MANUFACTURING.pdf"
835,"HONEY JAM MANUFACTURING (Ã‚Â FOREST BASED INDUSTRYÃ‚Â )","Food Processing","Jam & Jelly Manufacturing","315000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HONEY JAM MANUFACTURING.pdf"
836,"HONEY JAM MANUFACTURING (Ã‚Â FOREST BASED INDUSTRYÃ‚Â )","Food Processing","Jam & Jelly Manufacturing","315000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HONEY JAM MANUFACTURING.pdf"
837,"HIGH DUTY IRON CASTINGS (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Other Sectors","Metalworking","2133000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HIGH DUTY IRON CASTINGS.pdf"
838,"HIGH DUTY IRON CASTINGS (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Other Sectors","Metalworking","2133000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HIGH DUTY IRON CASTINGS.pdf"
839,"HIGH DUTY IRON CASTINGS (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Other Sectors","Metalworking","2133000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HIGH DUTY IRON CASTINGS.pdf"
840,"HARD RUBBER BATTERY CONTAINERS (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Electronics","Electronics Manufacturing","2092000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HARD RUBBER BATTERY CONTAINERS.pdf"
841,"HARD RUBBER BATTERY CONTAINERS (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Electronics","Electronics Manufacturing","2092000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HARD RUBBER BATTERY CONTAINERS.pdf"
842,"HARD RUBBER BATTERY CONTAINERS (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Electronics","Electronics Manufacturing","2092000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HARD RUBBER BATTERY CONTAINERS.pdf"
843,"HARD RUBBER BATTERY CONTAINERS (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Electronics","Electronics Manufacturing","2092000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HARD RUBBER BATTERY CONTAINERS.pdf"
844,"HARD RUBBER BATTERY CONTAINERS (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Electronics","Electronics Manufacturing","2092000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HARD RUBBER BATTERY CONTAINERS.pdf"
845,"HARD RUBBER BATTERY CONTAINERS (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Electronics","Electronics Manufacturing","2092000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HARD RUBBER BATTERY CONTAINERS.pdf"
846,"HAIR CONDITIONER (Ã‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃ‚Â )","Automotive","Hair Care","1990000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON HAIR CONDITIONER.pdf"
